id,doi,trueSubject,predicted,isCorrect
doi:10.34725/DVN/E2EUDN,doi:10.34725/DVN/E2EUDN,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/CFTMK2,doi:10.7910/DVN/CFTMK2,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/REZ3YG,doi:10.7910/DVN/REZ3YG,"['Agricultural Sciences', 'Social Sciences']","['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/USFTTP,doi:10.7910/DVN/USFTTP,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SYW7MG,doi:10.7910/DVN/SYW7MG,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/1PDI2E,doi:10.7910/DVN/1PDI2E,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/NH4X0S,doi:10.7910/DVN/NH4X0S,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/PKKAPK,doi:10.7910/DVN/PKKAPK,"['Computer and Information Science', 'Social Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.5064/F6AGINR7,doi:10.5064/F6AGINR7,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DQHLO,doi:10.7910/DVN/DQHLO,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/URIUOP1967-618,hdl:1902.4/URIUOP1967-618,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YAPD3H,doi:10.7910/DVN/YAPD3H,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/UZ0VFB,doi:10.7910/DVN/UZ0VFB,"['Earth and Environmental Sciences', 'Engineering', 'Other', 'Physics']",['Earth and Environmental Sciences'],True
doi:10.7910/DVN/DXBN8D,doi:10.7910/DVN/DXBN8D,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EQLOYJ,doi:10.7910/DVN/EQLOYJ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/6IGG09,doi:10.7910/DVN/6IGG09,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT1983-CQ895B,hdl:1902.4/GBSSLT1983-CQ895B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/27700,doi:10.7910/DVN/27700,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USRFOR1941-028,hdl:1902.4/USRFOR1941-028,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/8ESQMX,doi:10.7910/DVN/8ESQMX,"['Arts and Humanities', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/JUWLAM,doi:10.7910/DVN/JUWLAM,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USPOP1959-055,hdl:1902.4/USPOP1959-055,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USSIENA2010-09CD29,hdl:1902.4/USSIENA2010-09CD29,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/IDCTEF,doi:10.7910/DVN/IDCTEF,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CYTVE5,doi:10.7910/DVN/CYTVE5,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Physics']",True
doi:10.7910/DVN/M0FAVX,doi:10.7910/DVN/M0FAVX,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USMINN1959-0186,hdl:1902.4/USMINN1959-0186,['Social Sciences'],['Social Sciences'],True
doi:10.34894/PN8EPV,doi:10.34894/PN8EPV,"['Arts and Humanities', 'Earth and Environmental Sciences']",['Arts and Humanities'],True
doi:10.7910/DVN/Y7OVE,doi:10.7910/DVN/Y7OVE,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/45WOJY,doi:10.7910/DVN/45WOJY,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
hdl:1902.4/USABCWASH2012-1138,hdl:1902.4/USABCWASH2012-1138,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GMUSIA1967-RIDER3,hdl:1902.4/GMUSIA1967-RIDER3,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/QYAQLU,doi:10.7910/DVN/QYAQLU,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MZWODB,doi:10.7910/DVN/MZWODB,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/UG0LGE,doi:10.7910/DVN/UG0LGE,['Social Sciences'],['Social Sciences'],True
doi:10.34894/5Y9KAR,doi:10.34894/5Y9KAR,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/VCNTAI,doi:10.7910/DVN/VCNTAI,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/VTSIYY,doi:10.7910/DVN/VTSIYY,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USCBS1994-AUG94B,hdl:1902.4/USCBS1994-AUG94B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XPJTTJ,doi:10.7910/DVN/XPJTTJ,"['Agricultural Sciences', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/DFB7VW,doi:10.7910/DVN/DFB7VW,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/HTGWWN,doi:10.7910/DVN/HTGWWN,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/AUAPOP1978-AUG,hdl:1902.4/AUAPOP1978-AUG,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WMG2EF,doi:10.7910/DVN/WMG2EF,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MOAKFJ,doi:10.7910/DVN/MOAKFJ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SACYXK,doi:10.7910/DVN/SACYXK,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/0ITBCR,doi:10.7910/DVN/0ITBCR,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/X3UEC0,doi:10.7910/DVN/X3UEC0,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/RSUSIA1988-I88052,hdl:1902.4/RSUSIA1988-I88052,['Social Sciences'],['Social Sciences'],True
doi:10.21223/F6ZZJH,doi:10.21223/F6ZZJH,['Agricultural Sciences'],['Agricultural Sciences'],True
doi:10.7910/DVN/FPK8M,doi:10.7910/DVN/FPK8M,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPOGNS1992-222035,hdl:1902.4/USAIPOGNS1992-222035,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/ARMANSILLA1994-SL994,hdl:1902.4/ARMANSILLA1994-SL994,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GJWIQN,doi:10.7910/DVN/GJWIQN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WDTVSX,doi:10.7910/DVN/WDTVSX,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/5LO4V2,doi:10.7910/DVN/5LO4V2,['Social Sciences'],"['Arts and Humanities', 'Computer and Information Science']",False
hdl:1902.4/USMISC1955-COLORTV**,hdl:1902.4/USMISC1955-COLORTV**,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/C84PWE,doi:10.7910/DVN/C84PWE,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/CNAREID1998-9803,hdl:1902.4/CNAREID1998-9803,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/0FQMRP,doi:10.7910/DVN/0FQMRP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/V4LW4E,doi:10.7910/DVN/V4LW4E,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOCNUS2005-55,hdl:1902.4/USAIPOCNUS2005-55,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/D7RUJN,doi:10.7910/DVN/D7RUJN,"['Mathematical Sciences', 'Social Sciences']",['Social Sciences'],True
doi:10.18738/T8/DMG4JV,doi:10.18738/T8/DMG4JV,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.15139/S3/KXN8GN,doi:10.15139/S3/KXN8GN,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/FRUSIA1985-I85078,hdl:1902.4/FRUSIA1985-I85078,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/VPHLCD,doi:10.7910/DVN/VPHLCD,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JXJN5P,doi:10.7910/DVN/JXJN5P,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/6TFDCT,doi:10.7910/DVN/6TFDCT,"['Computer and Information Science', 'Medicine, Health and Life Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/FYZK1Z,doi:10.7910/DVN/FYZK1Z,['Astronomy and Astrophysics'],['Astronomy and Astrophysics'],True
doi:10.7910/DVN/HRZJTT,doi:10.7910/DVN/HRZJTT,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/L1Y2KJ,doi:10.7910/DVN/L1Y2KJ,['Social Sciences'],['Social Sciences'],True
doi:10.34894/KHLR7F,doi:10.34894/KHLR7F,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/LOGPMI,doi:10.7910/DVN/LOGPMI,['Chemistry'],['Chemistry'],True
hdl:1902.4/USCBSNYT1991-MAR91A,hdl:1902.4/USCBSNYT1991-MAR91A,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BLWHL7,doi:10.7910/DVN/BLWHL7,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/MXMI1999-GUERRERO,hdl:1902.4/MXMI1999-GUERRERO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/278TW3,doi:10.7910/DVN/278TW3,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/AUBKHI,doi:10.7910/DVN/AUBKHI,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/8HNCQT,doi:10.34894/8HNCQT,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/VOTTS9,doi:10.7910/DVN/VOTTS9,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/FRSOFRES72-079061,hdl:1902.4/FRSOFRES72-079061,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USLAT2008-554,hdl:1902.4/USLAT2008-554,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SJI02W,doi:10.7910/DVN/SJI02W,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/U52OU,doi:10.7910/DVN/U52OU,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BHT9M7,doi:10.7910/DVN/BHT9M7,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/CNCIPO79-427B,hdl:1902.4/CNCIPO79-427B,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/MXOTAP1993-TLC10893,hdl:1902.4/MXOTAP1993-TLC10893,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TTPEOE,doi:10.7910/DVN/TTPEOE,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ECI9PQ,doi:10.7910/DVN/ECI9PQ,['Arts and Humanities'],"['Arts and Humanities', 'Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.18710/ERQETH,doi:10.18710/ERQETH,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/6FCYW5,doi:10.7910/DVN/6FCYW5,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/UYDBT6,doi:10.7910/DVN/UYDBT6,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USNAJDB1970-CIN,hdl:1902.4/USNAJDB1970-CIN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DDDOKP,doi:10.7910/DVN/DDDOKP,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NX3ZQS,doi:10.7910/DVN/NX3ZQS,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/8VKRFJ,doi:10.7910/DVN/8VKRFJ,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOUSA2006-42,hdl:1902.4/USAIPOUSA2006-42,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JDEVQV,doi:10.7910/DVN/JDEVQV,"['Other', 'Social Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",False
hdl:1902.4/DNGALP70-05,hdl:1902.4/DNGALP70-05,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ECR5H7,doi:10.7910/DVN/ECR5H7,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/FTNSWN,doi:10.7910/DVN/FTNSWN,"['Agricultural Sciences', 'Medicine, Health and Life Sciences', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/PEFKRI,doi:10.7910/DVN/PEFKRI,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
hdl:1902.4/USSIENA2009-08NY,hdl:1902.4/USSIENA2009-08NY,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SV2W7O,doi:10.7910/DVN/SV2W7O,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/DUSIEI,doi:10.7910/DVN/DUSIEI,"['Arts and Humanities', 'Computer and Information Science', 'Other']","['Arts and Humanities', 'Computer and Information Science']",True
doi:10.7910/DVN/DAZMPP,doi:10.7910/DVN/DAZMPP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/8DQFXQ,doi:10.7910/DVN/8DQFXQ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NOVXBU,doi:10.7910/DVN/NOVXBU,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/8VLNQO,doi:10.7910/DVN/8VLNQO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ZIRH84,doi:10.7910/DVN/ZIRH84,['Mathematical Sciences'],"['Computer and Information Science', 'Engineering']",False
doi:10.7910/DVN/1TQSJ7,doi:10.7910/DVN/1TQSJ7,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/DMJONH,doi:10.7910/DVN/DMJONH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/APRRD,doi:10.7910/DVN/APRRD,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/QX8LC6,doi:10.7910/DVN/QX8LC6,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NFXPPN,doi:10.7910/DVN/NFXPPN,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.7910/DVN/WJGDUR,doi:10.7910/DVN/WJGDUR,['Engineering'],['Engineering'],True
doi:10.7910/DVN/RJF61A,doi:10.7910/DVN/RJF61A,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WDJ3LB,doi:10.7910/DVN/WDJ3LB,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ZQMYII,doi:10.7910/DVN/ZQMYII,['Social Sciences'],['Social Sciences'],True
doi:10.18710/LBX6LT,doi:10.18710/LBX6LT,"['Earth and Environmental Sciences', 'Physics']","['Earth and Environmental Sciences', 'Physics']",True
hdl:1902.4/USOPOR1945-037,hdl:1902.4/USOPOR1945-037,['Social Sciences'],['Social Sciences'],True
doi:10.34894/KIHRNX,doi:10.34894/KIHRNX,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USNORCGSS1972-2000,hdl:1902.4/USNORCGSS1972-2000,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT88-CQ849,hdl:1902.4/GBSSLT88-CQ849,['Social Sciences'],['Social Sciences'],True
doi:10.34725/DVN/W1QALH,doi:10.34725/DVN/W1QALH,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.34894/ZJ2NAA,doi:10.34894/ZJ2NAA,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/SHAUC3,doi:10.7910/DVN/SHAUC3,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/MLHDTG,doi:10.7910/DVN/MLHDTG,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.7910/DVN/V9TWBH,doi:10.7910/DVN/V9TWBH,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPO1981-1178G,hdl:1902.4/USAIPO1981-1178G,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/CE4ZNG,doi:10.7910/DVN/CE4ZNG,"['Arts and Humanities', 'Social Sciences']",['Arts and Humanities'],True
hdl:1902.4/PEAPOYO1996-62008,hdl:1902.4/PEAPOYO1996-62008,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YZLPXZ,doi:10.7910/DVN/YZLPXZ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.18710/JTHN8Z,doi:10.18710/JTHN8Z,"['Earth and Environmental Sciences', 'Physics']","['Earth and Environmental Sciences', 'Physics']",True
hdl:1902.4/JPUSIA1986-I86046,hdl:1902.4/JPUSIA1986-I86046,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/6LIWZK,doi:10.7910/DVN/6LIWZK,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/SJAN8E,doi:10.7910/DVN/SJAN8E,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.34894/2UZLNW,doi:10.34894/2UZLNW,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPOGNS2011-12,hdl:1902.4/USAIPOGNS2011-12,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MJUSK,doi:10.7910/DVN/MJUSK,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WNCYJ3,doi:10.7910/DVN/WNCYJ3,"['Medicine, Health and Life Sciences']",[],False
hdl:1902.4/USCBS1992-AUG92B,hdl:1902.4/USCBS1992-AUG92B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DHP7WF,doi:10.7910/DVN/DHP7WF,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/A9KCEO,doi:10.7910/DVN/A9KCEO,['N/A'],['Social Sciences'],False
doi:10.7910/DVN/TLIVJX,doi:10.7910/DVN/TLIVJX,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/0LUIZM,doi:10.7910/DVN/0LUIZM,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FXS1NS,doi:10.7910/DVN/FXS1NS,['Social Sciences'],['Social Sciences'],True
doi:10.34894/UCTTRB,doi:10.34894/UCTTRB,"['Arts and Humanities', 'Earth and Environmental Sciences']",['Arts and Humanities'],True
doi:10.7910/DVN/IKAILT,doi:10.7910/DVN/IKAILT,['Social Sciences'],['Social Sciences'],True
doi:10.34725/DVN/7YC8UB,doi:10.34725/DVN/7YC8UB,"['Agricultural Sciences', 'Other']","['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/DWOLNR,doi:10.7910/DVN/DWOLNR,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/GNX9U7,doi:10.7910/DVN/GNX9U7,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BELSSC,doi:10.7910/DVN/BELSSC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/7BBMEL,doi:10.7910/DVN/7BBMEL,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XD2KRJ,doi:10.7910/DVN/XD2KRJ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ED37X,doi:10.7910/DVN/ED37X,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/G6VLZN,doi:10.7910/DVN/G6VLZN,"['Computer and Information Science', 'Medicine, Health and Life Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
hdl:1902.4/USPEW2011-WK1027,hdl:1902.4/USPEW2011-WK1027,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/L2TDMT,doi:10.7910/DVN/L2TDMT,['Computer and Information Science'],"['Computer and Information Science', 'Mathematical Sciences']",True
doi:10.7910/DVN/GMCGOH,doi:10.7910/DVN/GMCGOH,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MN9MM3,doi:10.7910/DVN/MN9MM3,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT1978-CQ609,hdl:1902.4/GBSSLT1978-CQ609,['Social Sciences'],['Social Sciences'],True
doi:10.34894/M0HD1M,doi:10.34894/M0HD1M,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
hdl:1902.4/GBSSLT74-CQ940,hdl:1902.4/GBSSLT74-CQ940,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPO1970-0802,hdl:1902.4/USAIPO1970-0802,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GZIBQY,doi:10.7910/DVN/GZIBQY,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/9QWANF,doi:10.7910/DVN/9QWANF,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ARA8RP,doi:10.7910/DVN/ARA8RP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CKRZTT,doi:10.7910/DVN/CKRZTT,"['Agricultural Sciences', 'Earth and Environmental Sciences']",['Agricultural Sciences'],True
doi:10.7910/DVN/FRH3HV,doi:10.7910/DVN/FRH3HV,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/RS2SWL,doi:10.7910/DVN/RS2SWL,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ZXYKLX,doi:10.7910/DVN/ZXYKLX,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT1968-CQ610,hdl:1902.4/GBSSLT1968-CQ610,['Social Sciences'],['Social Sciences'],True
doi:10.34894/YUQJPR,doi:10.34894/YUQJPR,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
hdl:1902.4/GBBIPO1942-090,hdl:1902.4/GBBIPO1942-090,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/56GSQT,doi:10.7910/DVN/56GSQT,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/CCJLDX,doi:10.7910/DVN/CCJLDX,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/DNGALP71-10,hdl:1902.4/DNGALP71-10,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FZK9YO,doi:10.7910/DVN/FZK9YO,"['Arts and Humanities', 'Medicine, Health and Life Sciences', 'Other', 'Social Sciences']","['Medicine, Health and Life Sciences']",True
hdl:1902.4/USIOWA1995-336,hdl:1902.4/USIOWA1995-336,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YQBW71,doi:10.7910/DVN/YQBW71,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/FNWDAX,doi:10.7910/DVN/FNWDAX,['Agricultural Sciences'],"['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/O8LF42,doi:10.7910/DVN/O8LF42,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USABCWASH2001-17382,hdl:1902.4/USABCWASH2001-17382,['Social Sciences'],['Arts and Humanities'],False
hdl:1902.4/USICR2009-HEALTH1,hdl:1902.4/USICR2009-HEALTH1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/15KKQX,doi:10.7910/DVN/15KKQX,['Social Sciences'],['Social Sciences'],True
doi:10.21223/UY4GOV,doi:10.21223/UY4GOV,['Agricultural Sciences'],['Agricultural Sciences'],True
doi:10.11588/data/N8NHE2,doi:10.11588/data/N8NHE2,"['Medicine, Health and Life Sciences', 'Physics']","['Medicine, Health and Life Sciences', 'Physics']",True
hdl:1902.4/USAIPOUSA2007-43,hdl:1902.4/USAIPOUSA2007-43,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/F0VIPK,doi:10.7910/DVN/F0VIPK,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/38F7LL,doi:10.7910/DVN/38F7LL,"['Agricultural Sciences', 'Social Sciences']","['Agricultural Sciences', 'Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Other', 'Social Sciences']",True
doi:10.7910/DVN/4LVL7Y,doi:10.7910/DVN/4LVL7Y,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/3K0OKU,doi:10.7910/DVN/3K0OKU,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/41S3SV,doi:10.34894/41S3SV,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/2LITST,doi:10.7910/DVN/2LITST,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT72-CQ818,hdl:1902.4/GBSSLT72-CQ818,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ZWVNQF,doi:10.7910/DVN/ZWVNQF,['Physics'],['Physics'],True
doi:10.7910/DVN/AEMJ2L,doi:10.7910/DVN/AEMJ2L,"['Medicine, Health and Life Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/W1REJL,doi:10.7910/DVN/W1REJL,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/LFKIOD,doi:10.7910/DVN/LFKIOD,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CX3DIR,doi:10.7910/DVN/CX3DIR,['Social Sciences'],"['Agricultural Sciences', 'Earth and Environmental Sciences']",False
hdl:1902.4/USPEW1996-96011A,hdl:1902.4/USPEW1996-96011A,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/QY7LAL,doi:10.7910/DVN/QY7LAL,"['Medicine, Health and Life Sciences', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/YLNCBR,doi:10.7910/DVN/YLNCBR,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JQJGAI,doi:10.7910/DVN/JQJGAI,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/BJO59G,doi:10.7910/DVN/BJO59G,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/HELSOR,doi:10.7910/DVN/HELSOR,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EFRIQP,doi:10.7910/DVN/EFRIQP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/KLCKL5,doi:10.7910/DVN/KLCKL5,"['Computer and Information Science', 'Social Sciences']",['Arts and Humanities'],False
doi:10.7910/DVN/ETNOQA,doi:10.7910/DVN/ETNOQA,"['Business and Management', 'Earth and Environmental Sciences', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/5BEKRC,doi:10.7910/DVN/5BEKRC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/NDKM9U,doi:10.7910/DVN/NDKM9U,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/7TA47E,doi:10.7910/DVN/7TA47E,['Social Sciences'],['Social Sciences'],True
