dimension,value,confidence,id
having hope,high,0.9,1633032290673606657
happiness,high,0.9,1631046999351992322
quality of relationships,high,0.8,1631046999351992322
having hope,high,0.8,1631046999351992322
expressing empathy,high,0.9,1631046999351992322
happiness,high,0.9,1630093286953353218
expressing gratitude,high,0.9,1630093286953353218
having hope,high,0.9,1630093286953353218
financial/material worry,low,0.1,1632649983873753088
resilience,high,0.8,1634216213675929602
expressing altruism,low,0.7,1634216213675929602
promoting good,high,0.8,1634216213675929602
expressing empathy,high,0.9,1634216213675929602
resilience,medium,0.6,1626529723516964865
balance in the various aspects of own life,medium,0.6,1626529723516964865
expressing delayed gratification,high,0.8,1626529723516964865
happiness,low,0.7,1628127288838524937
happiness,medium,0.6,1628351646483767299
expressing gratitude,high,0.9,1628351646483767299
expressing empathy,high,0.9,1628351646483767299
financial/material worry,low,0.95,1630583621873713154
expressing optimism,high,0.9,1626473679944142848
expressing altruism,high,0.9,1626473679944142848
charitable giving/helping,high,0.9,1626473679944142848
expressing empathy,high,0.9,1626473679944142848
self-esteem,high,0.8,1625673037927313409
belonging to society,high,0.8,1625673037927313409
feeling having a political voice,high,0.9,1625673037927313409
self-esteem,high,0.7,1629417960438738947
self-esteem,medium,0.6,1630964399102996480
expressing trust,low,0.9,1630964399102996480
purpose in life,high,0.9,1631811344709353472
mastery (ability or capability),high,0.9,1631811344709353472
having hope,high,0.9,1631811344709353472
expressing altruism,high,0.9,1626237395300392960
having hope,medium,0.6,1626237395300392960
expressing empathy,high,0.9,1626237395300392960
mastery (ability or capability),high,0.9,1630337514471866371
financial/material worry,low,0.1,1630337514471866371
happiness,high,0.9,1627398144714592265
expressing altruism,high,0.9,1627398144714592265
promoting good,high,0.9,1627398144714592265
expressing empathy,high,0.9,1627398144714592265
expressing trust,high,0.9,1628528285247279104
positive functioning,high,0.8,1628283692530401280
quality of relationships,high,0.8,1628283692530401280
promoting good,high,0.8,1628283692530401280
expressing empathy,high,0.9,1628283692530401280
fear of future,high,0.9,1628187923899199491
perceiving discrimination,high,0.9,1628187923899199491
feeling having a political voice,high,0.9,1628187923899199491
happiness,medium,0.6,1627477331076866048
religious criticism,high,0.9,1627112005109940224
feeling having a political voice,high,0.9,1627112005109940224
expressing empathy,high,0.8,1627112005109940224
happiness,high,0.9,1632063621806080000
expressing trust,high,0.9,1632063621806080000
depression,medium,0.6,1626584074461806596
religious criticism,low,0.6,1626584074461806596
financial/material worry,high,0.8,1626584074461806596
happiness,high,0.8,1630445308743401473
expressing trust,medium,0.6,1630445308743401473
expressing empathy,medium,0.6,1630445308743401473
happiness,medium,0.6,1629928836228866048
expressing altruism,low,0.2,1629928836228866048
having hope,high,0.8,1629928836228866048
expressing empathy,high,0.9,1629928836228866048
happiness,low,0.9,1632581913675280386
life after death belief,high,0.8,1632581913675280386
ptsd (post-traumatic stress disorder),high,0.7,1632581913675280386
expressing optimism,medium,0.6,1631635341953101825
expressing trust,high,0.8,1631635341953101825
feeling having a political voice,medium,0.6,1631635341953101825
expressing empathy,high,0.9,1631635341953101825
self-esteem,high,0.7,1631211386213740545
quality of relationships,medium,0.6,1631211386213740545
promoting good,medium,0.6,1631211386213740545
ptsd (post-traumatic stress disorder),medium,0.6,1631211386213740545
having hope,medium,0.6,1632439763901767684
mastery (ability or capability),medium,0.6,1609352480403472385
resilience,high,0.8,1629455453246615554
balance in the various aspects of own life,high,0.9,1629455453246615554
having hope,high,0.8,1629455453246615554
depression,high,0.7,1633821755944087553
perceiving discrimination,high,0.9,1633821755944087553
expressing empathy,high,0.9,1633821755944087553
happiness,high,0.8,1626318298077097984
mastery (ability or capability),high,0.85,1626318298077097984
perceiving discrimination,medium,0.6,1628937339832766464
feeling having a political voice,high,0.9,1628937339832766464
life satisfaction,low,0.7,1633243458700812291
belonging to society,low,0.7,1633243458700812291
feeling having a political voice,high,0.9,1633243458700812291
happiness,high,0.9,1627039164691812353
expressing altruism,high,0.9,1627039164691812353
promoting good,high,0.9,1627039164691812353
expressing empathy,high,0.9,1627039164691812353
depression,high,0.8,1630442163980111878
quality of relationships,low,0.7,1630442163980111878
promoting good,high,0.9,1630442163980111878
ptsd (post-traumatic stress disorder),high,0.7,1630442163980111878
happiness,high,0.9,1630447473704726528
expressing gratitude,high,1,1630447473704726528
having hope,high,1,1630447473704726528
fear of future,medium,0.6,1628554089708617729
mastery (ability or capability),medium,0.6,1628554089708617729
financial/material worry,high,0.8,1628554089708617729
happiness,high,0.8,1625878069578792963
expressing altruism,high,0.9,1625878069578792963
volunteering,high,0.9,1625878069578792963
expressing empathy,high,0.9,1625878069578792963
happiness,high,0.9,1628988081238904833
quality of relationships,high,0.8,1628988081238904833
happiness,medium,0.6,1633827979402031105
quality of relationships,high,0.8,1633827979402031105
promoting good,high,0.9,1633827979402031105
expressing empathy,high,0.9,1633827979402031105
expressing job satisfaction,medium,0.6,1629556463738949632
mastery (ability or capability),high,0.8,1629556463738949632
financial/material worry,low,0.1,1629556463738949632
happiness,high,0.9,1628517412868919302
expressing gratitude,high,0.9,1628517412868919302
promoting good,high,0.9,1628517412868919302
expressing empathy,high,0.9,1628517412868919302
happiness,high,0.9,1629829130815688705
loneliness,medium,0.6,1629829130815688705
happiness,medium,0.6,1628966574920015873
expressing gratitude,high,0.9,1628966574920015873
having hope,high,0.8,1628966574920015873
anxiety,high,0.8,1630466584014893056
loneliness,high,0.9,1630466584014893056
expressing empathy,high,0.9,1630466584014893056
expressing altruism,high,0.9,1625762526981128192
promoting good,high,0.9,1625762526981128192
expressing empathy,high,0.9,1625762526981128192
describing drinking related health issues,low,0.2,1629236393959641088
happiness,high,0.9,1626710061824475137
belonging to society,high,0.9,1626710061824475137
promoting good,high,0.9,1626710061824475137
expressing trust,low,0.9,1629792955363119105
happiness,high,0.8,1627096832936656902
expressing altruism,low,0.6,1627096832936656902
resilience,high,0.9,1626206071256907786
expressing altruism,high,0.9,1626206071256907786
volunteering,high,0.9,1626206071256907786
expressing empathy,high,0.9,1626206071256907786
happiness,high,0.9,1631211686609793025
quality of relationships,high,0.9,1631211686609793025
having hope,high,0.9,1631211686609793025
expressing empathy,high,0.9,1631211686609793025
expressing trust,low,0.7,1631621929755893763
feeling having a political voice,high,0.9,1631621929755893763
happiness,high,0.9,1627248827156529152
expressing altruism,medium,0.6,1627248827156529152
having hope,high,0.8,1627248827156529152
expressing empathy,high,0.9,1627248827156529152
resilience,high,0.7,1627134541839183874
quality of relationships,low,0.6,1627134541839183874
feeling having a political voice,medium,0.6,1627134541839183874
anxiety,high,0.8,1626030550044798976
loneliness,medium,0.6,1626030550044798976
anxiety,medium,0.6,1626970773230428162
perceiving discrimination,medium,0.6,1626970773230428162
describing health limitations,high,0.9,1626970773230428162
happiness,medium,0.6,1629292195277570049
happiness,high,0.9,1631189323256037378
expressing altruism,high,0.9,1631189323256037378
having hope,high,0.9,1631189323256037378
expressing empathy,high,0.9,1631189323256037378
self-esteem,medium,0.6,1630979827502022668
mastery (ability or capability),medium,0.6,1630979827502022668
having hope,high,0.9,1630979827502022668
expressing empathy,high,0.9,1630979827502022668
self-esteem,low,0.7,1631196055726600192
quality of relationships,low,0.7,1631196055726600192
fear of future,high,0.8,1630544311551967237
perceiving discrimination,medium,0.6,1630544311551967237
feeling having a political voice,high,0.9,1630544311551967237
expressing optimism,high,0.9,1628815763720007680
expressing altruism,high,0.9,1628815763720007680
feeling having a political voice,high,0.9,1628815763720007680
expressing empathy,high,0.9,1628815763720007680
happiness,medium,0.6,1629648221772578816
expressing gratitude,high,0.9,1629648221772578816
happiness,high,0.9,1609385766513422342
expressing altruism,high,0.9,1609385766513422342
having hope,high,0.9,1609385766513422342
perceiving discrimination,high,0.85,1632177943999922178
feeling having a political voice,high,0.9,1632177943999922178
expressing optimism,high,0.85,1633161108423864339
expressing altruism,high,0.9,1633161108423864339
promoting good,high,0.9,1633161108423864339
expressing empathy,high,0.9,1633161108423864339
anxiety,high,0.9,1632510701032943616
expressing gratitude,high,0.9,1632510701032943616
describing health limitations,medium,0.6,1632510701032943616
happiness,high,0.9,1629223634135908354
expressing gratitude,high,0.9,1629223634135908354
promoting good,high,0.8,1629223634135908354
expressing empathy,high,0.9,1629223634135908354
feeling having a political voice,high,0.8,1629721024630595584
perceiving discrimination,medium,0.6,1632445779846594560
feeling having a political voice,high,0.9,1632445779846594560
happiness,high,0.9,1631673247824748544
expressing altruism,high,0.9,1631673247824748544
promoting good,high,0.9,1631673247824748544
expressing empathy,high,0.9,1631673247824748544
depression,low,0.6,1633158427064037390
quality of relationships,low,0.7,1633158427064037390
self-esteem,medium,0.6,1629544221009928192
mastery (ability or capability),medium,0.6,1629544221009928192
financial/material worry,high,0.9,1629544221009928192
happiness,high,0.9,1629579373048127493
expressing gratitude,high,0.9,1629579373048127493
promoting good,high,0.9,1629579373048127493
expressing empathy,high,0.9,1629579373048127493
self-esteem,low,0.6,1631656696195043328
loneliness,high,0.9,1631656696195043328
purpose in life,high,0.8,1631225990989901825
mastery (ability or capability),high,0.8,1631225990989901825
expressing delayed gratification,high,0.8,1631225990989901825
happiness,high,0.8,1632211212154060801
expressing altruism,high,0.9,1632211212154060801
financial/material worry,low,0.9,1632211212154060801
expressing empathy,high,0.9,1632211212154060801
happiness,high,0.8,1631826394169896962
expressing trust,high,0.8,1631826394169896962
expressing empathy,high,0.9,1631826394169896962
expressing trust,medium,0.6,1631935737070321664
happiness,high,0.9,1633014992940220416
expressing altruism,high,0.9,1633014992940220416
promoting good,high,0.9,1633014992940220416
expressing empathy,high,0.9,1633014992940220416
happiness,high,0.9,1630653960884477952
expressing gratitude,high,0.9,1630653960884477952
promoting good,high,0.9,1630653960884477952
expressing empathy,high,0.9,1630653960884477952
happiness,low,0.9,1632616560807534593
perceiving discrimination,medium,0.6,1632616560807534593
financial/material worry,high,0.9,1632616560807534593
happiness,high,0.9,1625745329021759490
expressing gratitude,high,0.8,1625745329021759490
having hope,high,0.8,1625745329021759490
financial/material worry,high,0.9,1630781014258614273
happiness,high,0.9,1629662405453135879
expressing altruism,high,0.9,1629662405453135879
volunteering,high,1,1629662405453135879
expressing empathy,high,0.9,1629662405453135879
resilience,high,0.8,1629241719068798981
perceiving discrimination,medium,0.6,1629241719068798981
feeling having a political voice,high,0.9,1629241719068798981
expressing empathy,medium,0.6,1628845895952527360
happiness,high,0.9,1627058375220690944
quality of relationships,high,0.9,1627058375220690944
happiness,high,0.9,1631598045681922048
expressing altruism,high,0.9,1631598045681922048
having hope,high,0.9,1631598045681922048
expressing empathy,high,0.9,1631598045681922048
happiness,low,0.6,1630473444239511553
balance in the various aspects of own life,medium,0.6,1630473444239511553
happiness,high,0.9,1626795136955940865
expressing altruism,high,0.9,1626795136955940865
quality of relationships,low,0.7,1633840766673108992
expressing empathy,medium,0.6,1633840766673108992
expressing altruism,high,0.9,1632474021617885185
happiness,medium,0.6,1630121056836136960
feeling having a political voice,high,0.9,1630737049333518336
happiness,high,0.9,1627693813547384833
expressing trust,high,0.9,1627693813547384833
promoting good,high,0.9,1627693813547384833
expressing empathy,high,0.9,1627693813547384833
happiness,high,0.8,1628958343791542274
anxiety,low,0.8,1629894942108557317
mastery (ability or capability),high,0.85,1629894942108557317
financial/material worry,low,0.1,1629894942108557317
expressing trust,high,0.85,1626293335949455360
expressing empathy,medium,0.6,1626293335949455360
having energy,low,1,1630733600617381888
loneliness,high,0.8,1630733600617381888
having hope,low,0.9,1630733600617381888
describing health limitations,high,0.9,1630733600617381888
self-esteem,low,0.6,1633862329933676544
financial/material worry,high,0.8,1633862329933676544
happiness,high,0.9,1628351081884573697
balance in the various aspects of own life,high,0.8,1628351081884573697
promoting good,medium,0.6,1628351081884573697
happiness,high,0.9,1625684380420308993
balance in the various aspects of own life,high,0.8,1625684380420308993
promoting good,high,0.9,1625684380420308993
describing health limitations,medium,0.6,1625684380420308993
happiness,high,0.8,1629096666350354435
expressing trust,high,0.9,1627223697810497536
feeling having a political voice,high,0.9,1627223697810497536
happiness,high,0.9,1628799829701787648
expressing gratitude,high,0.9,1628799829701787648
promoting good,high,0.9,1628799829701787648
depression,high,0.9,1626951014040444928
loneliness,high,0.9,1626951014040444928
promoting good,low,0.9,1626951014040444928
ptsd (post-traumatic stress disorder),high,0.9,1626951014040444928
happiness,high,0.9,1634242617222283275
expressing altruism,high,0.9,1634242617222283275
promoting good,high,0.9,1634242617222283275
expressing empathy,high,0.9,1634242617222283275
depression,high,0.7,1627577590155444224
perceiving discrimination,high,0.7,1627577590155444224
perceiving discrimination,medium,0.6,1630243835644370945
fear of future,high,0.9,1630284932676300800
expressing altruism,high,0.9,1630284932676300800
promoting good,high,0.9,1630284932676300800
describing smoking related health issues,medium,0.6,1630284932676300800
financial/material worry,low,0.7,1627029660000190465
feeling having a political voice,high,0.9,1629513827057319941
resilience,medium,0.6,1627807628842700801
perceiving discrimination,high,0.8,1627807628842700801
feeling having a political voice,high,0.9,1627807628842700801
happiness,high,0.8,1629929725144514560
expressing gratitude,high,0.9,1629929725144514560
financial/material worry,low,0.9,1629929725144514560
suffering,medium,0.6,1630547185292005376
perceiving discrimination,high,0.85,1630547185292005376
feeling having a political voice,high,0.9,1630547185292005376
happiness,high,0.8,1632774142767386626
expressing gratitude,high,0.9,1632774142767386626
self-esteem,low,0.7,1630046176689913856
quality of relationships,low,0.7,1630046176689913856
quality of relationships,high,0.8,1633184192350519302
fear of future,medium,0.6,1627697830851751941
belonging to society,low,0.7,1627697830851751941
financial/material worry,low,0.2,1627697830851751941
describing smoking related health issues,medium,0.6,1627697830851751941
expressing job satisfaction,low,0.8,1629827523226771458
financial/material worry,high,0.9,1629827523226771458
happiness,high,0.9,1632274433204273152
quality of relationships,high,0.9,1632274433204273152
promoting good,high,0.9,1632274433204273152
expressing empathy,high,0.9,1632274433204273152
self-esteem,high,0.8,1628442168670183428
resilience,high,0.9,1632208352494100480
expressing trust,high,0.9,1632208352494100480
having hope,high,0.9,1632208352494100480
expressing empathy,high,0.9,1632208352494100480
mastery (ability or capability),medium,0.6,1609374406458974212
happiness,high,0.9,1629886115380379655
expressing gratitude,high,0.9,1629886115380379655
promoting good,high,0.9,1629886115380379655
expressing empathy,high,0.9,1629886115380379655
self-esteem,low,0.8,1627035116961955841
mastery (ability or capability),low,0.7,1627035116961955841
describing health limitations,medium,0.6,1627035116961955841
happiness,high,0.7,1630237231611772928
quality of relationships,high,0.8,1630237231611772928
promoting good,high,0.8,1630237231611772928
expressing empathy,high,0.8,1630237231611772928
resilience,high,0.8,1627817893055561728
perceiving discrimination,medium,0.6,1627817893055561728
happiness,high,0.9,1628996900056596483
quality of relationships,medium,0.6,1628996900056596483
promoting good,high,0.9,1628996900056596483
resilience,high,0.9,1630852432983994370
expressing altruism,high,0.9,1630852432983994370
volunteering,high,0.9,1630852432983994370
expressing empathy,high,0.9,1630852432983994370
self-esteem,medium,0.6,1629554658338541568
mastery (ability or capability),medium,0.6,1629554658338541568
financial/material worry,low,0.2,1629554658338541568
expressing empathy,high,0.9,1629554658338541568
describing smoking related health issues,medium,0.6,1631122766601527298
anxiety,high,0.8,1626354396123602944
perceiving discrimination,high,0.9,1626354396123602944
feeling having a political voice,high,0.9,1626354396123602944
expressing optimism,high,0.9,1630799903537664001
expressing altruism,high,0.9,1630799903537664001
financial/material worry,low,0.2,1630799903537664001
expressing empathy,high,0.9,1630799903537664001
happiness,high,0.8,1631608075957284865
expressing altruism,high,0.9,1631801735160406016
self-esteem,high,0.7,1633216000916172802
quality of relationships,low,0.7,1633216000916172802
financial/material worry,low,0.95,1633216000916172802
expressing altruism,high,0.9,1632646146752679937
happiness,high,0.8,1627049550014971904
expressing altruism,low,0.6,1627049550014971904
expressing empathy,high,0.9,1627049550014971904
happiness,high,0.8,1629218424122662912
quality of relationships,high,0.8,1629218424122662912
religious criticism,high,0.9,1628855801086451712
happiness,high,0.8,1631217588096081920
mastery (ability or capability),medium,0.6,1631217588096081920
expressing trust,medium,0.6,1625949469622603785
having hope,medium,0.6,1625949469622603785
expressing empathy,high,0.9,1625949469622603785
happiness,high,0.9,1629843016486641668
expressing altruism,high,0.9,1629843016486641668
promoting good,high,0.9,1629843016486641668
expressing empathy,high,0.9,1629843016486641668
resilience,high,0.8,1630988123776892928
balance in the various aspects of own life,high,0.8,1630988123776892928
describing smoking related health issues,medium,0.6,1630988123776892928
depression,high,0.8,1634148364429275137
happiness,high,0.9,1627755635893760000
quality of relationships,high,0.8,1627755635893760000
happiness,high,0.8,1627083851226042373
fear of future,high,0.9,1631390671830671360
perceiving discrimination,high,0.9,1631390671830671360
feeling having a political voice,high,0.9,1631390671830671360
expressing optimism,high,0.8,1628059367659520002
belonging to society,high,0.85,1628059367659520002
feeling having a political voice,high,0.9,1628059367659520002
happiness,high,0.7,1631816902027665415
balance in the various aspects of own life,medium,0.6,1631816902027665415
perceiving discrimination,high,0.9,1631774389111775233
feeling having a political voice,high,0.9,1631774389111775233
happiness,high,0.9,1629414850462990337
quality of relationships,high,0.8,1629414850462990337
describing drinking related health issues,low,0.6,1629414850462990337
anxiety,high,0.8,1626314270618095616
perceiving discrimination,high,0.9,1626314270618095616
feeling having a political voice,high,0.9,1626314270618095616
ptsd (post-traumatic stress disorder),high,0.8,1626314270618095616
perceiving discrimination,high,0.8,1626249736155013124
feeling having a political voice,high,0.9,1626249736155013124
happiness,high,0.9,1628332241956012033
quality of relationships,medium,0.6,1628332241956012033
having hope,high,0.8,1628332241956012033
expressing altruism,high,0.9,1631899902837149697
promoting good,high,0.9,1631899902837149697
expressing empathy,high,0.9,1631899902837149697
resilience,medium,0.7,1632525513083240449
mastery (ability or capability),medium,0.6,1632525513083240449
promoting good,medium,0.6,1632525513083240449
ptsd (post-traumatic stress disorder),high,0.9,1632525513083240449
happiness,high,0.8,1630682184909561860
happiness,high,0.9,1633177915339812867
expressing gratitude,high,0.9,1633177915339812867
promoting good,high,0.9,1633177915339812867
expressing empathy,high,0.9,1633177915339812867
anxiety,high,0.8,1633781044766752768
mastery (ability or capability),low,0.9,1633781044766752768
financial/material worry,high,0.9,1633781044766752768
describing health limitations,low,0.2,1633781044766752768
happiness,low,0.6,1628073370519580682
quality of relationships,low,0.7,1628073370519580682
describing drinking related health issues,medium,0.6,1628073370519580682
resilience,high,0.8,1630051294273568768
loneliness,high,0.8,1630051294273568768
expressing delayed gratification,high,0.9,1630051294273568768
quality of relationships,low,0.6,1628811926896779264
happiness,high,0.8,1630215844553986049
expressing optimism,high,0.8,1630875393983954946
expressing altruism,medium,0.6,1630875393983954946
having hope,high,0.8,1630875393983954946
expressing empathy,high,0.9,1630875393983954946
happiness,high,0.8,1628463925124800513
expressing trust,low,0.85,1625912462917914625
happiness,high,0.9,1630925127629021184
expressing altruism,high,0.9,1630925127629021184
promoting good,high,0.9,1630925127629021184
perceiving discrimination,high,0.9,1625933797232414734
feeling having a political voice,high,0.9,1625933797232414734
happiness,high,0.9,1628682357405372418
expressing gratitude,high,0.9,1628682357405372418
quality of relationships,medium,0.6,1627213914277810178
happiness,high,0.9,1628624515604389890
expressing altruism,high,0.9,1628624515604389890
financial/material worry,low,0.9,1628624515604389890
expressing empathy,high,0.9,1628624515604389890
happiness,high,0.9,1629196069673238530
self-esteem,medium,0.6,1631033005908140033
depression,medium,0.6,1626278367392845824
quality of relationships,low,0.8,1626278367392845824
financial/material worry,high,0.9,1626278367392845824
self-esteem,high,0.8,1632093998339833857
mastery (ability or capability),high,0.85,1632093998339833857
expressing trust,medium,0.6,1629879698653171713
expressing trust,low,0.9,1632057384477523970
promoting good,low,0.7,1632057384477523970
life satisfaction,low,0.9,1632566196989202432
expressing altruism,high,0.9,1632566196989202432
financial/material worry,high,0.9,1632566196989202432
describing health limitations,high,0.9,1632566196989202432
happiness,high,0.9,1626429316161568770
mastery (ability or capability),high,0.85,1626429316161568770
happiness,high,0.9,1632073410623967232
expressing gratitude,high,0.9,1632073410623967232
promoting good,high,0.9,1632073410623967232
fear of future,high,0.9,1628583344576557056
perceiving discrimination,high,0.9,1628583344576557056
feeling having a political voice,high,0.9,1628583344576557056
ptsd (post-traumatic stress disorder),high,0.9,1628583344576557056
expressing optimism,medium,0.6,1629185766998872065
expressing trust,low,0.7,1629185766998872065
feeling having a political voice,high,0.9,1629185766998872065
belonging to society,high,0.8,1626712050494996480
anxiety,medium,0.6,1629236286203777024
expressing altruism,high,0.8,1629236286203777024
financial/material worry,high,0.8,1629236286203777024
happiness,medium,0.6,1625732990008692737
expressing trust,medium,0.6,1625732990008692737
having hope,high,0.8,1625732990008692737
happiness,high,0.9,1632041874465644545
expressing gratitude,high,0.9,1632041874465644545
promoting good,high,0.9,1632041874465644545
expressing optimism,high,0.9,1630912119800463360
expressing trust,medium,0.6,1630912119800463360
having hope,high,0.9,1630912119800463360
fear of future,high,0.9,1634410180182941696
expressing trust,high,0.9,1634410180182941696
financial/material worry,high,1.0,1634410180182941696
perceiving discrimination,medium,0.6,1628471854099845120
feeling having a political voice,high,0.9,1628471854099845120
expressing empathy,medium,0.6,1628471854099845120
quality of relationships,low,0.7,1628832847468412928
happiness,high,0.8,1626770923478208514
belief in god,high,1,1626770923478208514
life after death belief,high,0.9,1626770923478208514
religious criticism,high,0.9,1634313666723037186
feeling having a political voice,high,0.9,1634313666723037186
self-esteem,high,0.7,1627648182657118208
quality of relationships,low,0.6,1627648182657118208
depression,high,1,1628849982185897985
expressing altruism,high,0.9,1628849982185897985
promoting good,high,0.9,1628849982185897985
expressing empathy,high,0.9,1628849982185897985
belonging to society,low,0.6,1632209405616992259
resilience,medium,0.6,1634129812775370756
expressing altruism,medium,0.6,1634129812775370756
promoting good,medium,0.6,1634129812775370756
describing drinking related health issues,medium,0.6,1634129812775370756
fear of future,high,0.8,1631377737330970625
expressing trust,low,0.7,1631377737330970625
feeling having a political voice,high,0.8,1631377737330970625
expressing optimism,high,0.9,1627209613266526208
mastery (ability or capability),high,0.9,1627209613266526208
having hope,high,0.8,1627209613266526208
expressing empathy,medium,0.6,1627209613266526208
resilience,medium,0.6,1627321533558362113
expressing altruism,high,0.9,1627321533558362113
depression,medium,0.6,1627306091057975296
quality of relationships,low,0.7,1627306091057975296
perceiving discrimination,high,0.8,1630849610142072833
fear of future,high,0.9,1631907903673081856
expressing trust,low,0.7,1631907903673081856
feeling having a political voice,high,0.9,1631907903673081856
happiness,high,0.9,1628143501866070019
mastery (ability or capability),high,0.8,1628143501866070019
expressing trust,low,0.7,1628234734831603715
feeling having a political voice,high,0.8,1628234734831603715
happiness,low,0.7,1629565772669554690
quality of relationships,low,0.6,1629565772669554690
describing drinking related health issues,low,0.6,1629565772669554690
self-esteem,low,0.7,1631092539007832064
describing health limitations,medium,0.6,1631092539007832064
happiness,high,0.8,1628210302931152898
expressing gratitude,high,0.9,1628210302931152898
happiness,medium,0.6,1628739434437804034
loneliness,medium,0.6,1628739434437804034
expressing empathy,medium,0.6,1628739434437804034
financial/material worry,low,confidence,1628382973492973574
resilience,medium,0.6,1627424449996750848
mastery (ability or capability),low,0.9,1627424449996750848
purpose in life,high,0.9,1628012057177231362
expressing altruism,high,0.9,1628012057177231362
life after death belief,high,1,1628012057177231362
expressing empathy,high,0.9,1628012057177231362
having hope,high,0.9,1625733623906172928
fear of future,high,0.9,1625758602001539073
perceiving discrimination,high,0.9,1625758602001539073
feeling having a political voice,high,0.9,1625758602001539073
ptsd (post-traumatic stress disorder),high,0.7,1625758602001539073
happiness,high,0.9,1632569401903038465
expressing trust,medium,0.6,1632569401903038465
expressing empathy,high,0.9,1632569401903038465
fear of future,medium,0.6,1632697744082063361
belief in god,high,0.9,1632697744082063361
life after death belief,high,0.9,1632697744082063361
ptsd (post-traumatic stress disorder),high,0.8,1632697744082063361
happiness,low,0.7,1629926495828287494
quality of relationships,high,0.9,1629926495828287494
expressing empathy,high,0.9,1629926495828287494
self-esteem,high,0.9,1632598294429044737
expressing altruism,high,0.9,1632598294429044737
promoting good,high,0.9,1632598294429044737
expressing empathy,high,0.9,1632598294429044737
happiness,high,0.9,1625648755977355265
expressing altruism,high,0.9,1625648755977355265
promoting good,high,0.9,1625648755977355265
expressing empathy,high,0.9,1625648755977355265
perceiving discrimination,high,0.8,1627024339500675075
feeling having a political voice,high,0.9,1627024339500675075
happiness,high,0.9,1629311420570509312
expressing gratitude,high,0.9,1629311420570509312
promoting good,high,0.9,1629311420570509312
expressing empathy,high,0.9,1629311420570509312
depression,high,0.9,1630728102845247489
loneliness,high,0.9,1630728102845247489
financial/material worry,high,0.9,1630728102845247489
describing health limitations,high,0.9,1630728102845247489
happiness,high,0.9,1631260636180013059
expressing gratitude,high,0.9,1631260636180013059
happiness,high,0.9,1631374424124399616
expressing gratitude,high,0.9,1631374424124399616
volunteering,high,0.9,1631374424124399616
expressing empathy,high,0.9,1631374424124399616
expressing trust,medium,0.6,1631456663189479424
feeling having a political voice,high,0.9,1631456663189479424
happiness,high,0.9,1630242354446868482
expressing gratitude,high,1,1630242354446868482
promoting good,high,0.9,1630242354446868482
expressing empathy,high,0.9,1630242354446868482
depression,high,0.9,1631090459320762368
loneliness,high,0.8,1631090459320762368
having hope,low,0.9,1631090459320762368
ptsd (post-traumatic stress disorder),high,0.8,1631090459320762368
describing drinking related health issues,medium,0.6,1626244417299398658
happiness,high,0.8,1629175806395129861
belonging to society,high,0.8,1629175806395129861
perceiving discrimination,high,0.9,1626614123512451075
financial/material worry,high,0.9,1634297506182955011
resilience,medium,0.6,1633135375710404608
quality of relationships,high,0.9,1633135375710404608
expressing empathy,high,0.9,1633135375710404608
happiness,high,0.8,1632065093897732097
expressing altruism,medium,0.6,1632065093897732097
mastery (ability or capability),high,0.9,1631463293742362624
expressing empathy,medium,0.6,1631463293742362624
happiness,low,0.9,1632765871742500866
expressing altruism,low,0.9,1632765871742500866
promoting good,high,0.9,1632765871742500866
financial/material worry,low,0.1,1628041479670169602
happiness,high,0.9,1629069114605178880
expressing gratitude,high,0.9,1629069114605178880
having hope,high,0.8,1629069114605178880
expressing empathy,high,0.9,1629069114605178880
feeling having a political voice,high,0.9,1630551742206328838
resilience,medium,0.6,1628315921008951301
expressing altruism,high,0.9,1628315921008951301
financial/material worry,high,0.9,1628315921008951301
expressing empathy,high,0.9,1628315921008951301
happiness,high,0.7,1632167788914827264
quality of relationships,medium,0.6,1632167788914827264
promoting good,high,0.9,1632167788914827264
expressing empathy,high,0.9,1632167788914827264
expressing trust,low,0.7,1629899024978329600
having hope,medium,0.6,1629899024978329600
expressing optimism,high,0.9,1626515400950435842
expressing altruism,low,0.2,1626515400950435842
having hope,high,0.9,1626515400950435842
happiness,high,0.9,1632002636692987910
expressing altruism,high,0.9,1632002636692987910
promoting good,high,0.9,1632002636692987910
expressing empathy,high,0.9,1632002636692987910
happiness,high,0.9,1630239807539642369
feeling loved by god,low,0.2,1630239807539642369
promoting good,high,0.8,1630239807539642369
happiness,high,0.8,1628923545542688769
mastery (ability or capability),high,0.9,1628923545542688769
promoting good,high,0.8,1628923545542688769
happiness,high,0.9,1632009959457054720
expressing gratitude,high,0.9,1632009959457054720
fear of future,high,0.9,1626116641275748352
perceiving discrimination,high,0.9,1626116641275748352
feeling having a political voice,high,0.9,1626116641275748352
happiness,high,0.9,1631682356875599874
expressing gratitude,high,0.9,1631682356875599874
expressing empathy,high,0.9,1631682356875599874
fear of future,high,0.7,1629601864961630208
perceiving discrimination,high,0.85,1629601864961630208
feeling having a political voice,high,0.9,1629601864961630208
expressing altruism,high,0.8,1627920561937563650
promoting good,high,0.9,1627920561937563650
expressing empathy,high,0.9,1627920561937563650
purpose in life,high,0.9,1633206350124834816
expressing altruism,high,0.9,1633206350124834816
promoting good,high,0.9,1633206350124834816
expressing empathy,high,0.9,1633206350124834816
purpose in life,high,0.9,1631520746559229953
