tweet_lang,message_id,tweet_text
en,1628664394388316160,"My weakness has to be me caring too much once I like you. The moment I sense you’re only taking advantage of me, I shut it all off & put me first"
en,1631172419934121985,Thank You God for health.
en,1632093169738293249,"I hate OU within each fiber of my body…
But dammit OU’s fight song is damn good! Not better than UT’s but still a Top 10 fight song honestly."
en,1631529786106433537,"Minimum we test range high

Considering the overall structure, I just feel like this ponzi is going towards 3 digits"
en,1630686936724545537,As from today I declare myself ur love just give ur number https://t.co/E4DhlBntiN
en,1628302583990214657,@PsycheWizard @SebagaM And life continues
en,1630833631999688704,@kimonobykrystof And this happened unexpectedly.
en,1632494063990571010,So stoked to be in Cali for this brand new 311 collab and get to drink it on draft at the brewery ❤️ - Drinking an 311- Come Original by @ESBCBrews @ El Segundo Brewing Company  — https://t.co/MoSxx2Bg7J
en,1628301221227372544,"@SportyBet @SportyBetNG 
@LouieDi13 @SakasticBET @Ekitipikin  @bettingkingz9 @TalentedFBG @SlymTallDude help me and tell sporty to correct these game they marked as lost. https://t.co/3rrh9UXCJm"
en,1630435105456922624,"Man. United fans reacting like they won the Champions league 😛
@ManUtd #CarabaoCup #ManchesterUnited"
en,1631447860884430856,"5 drinks to know me: 
- Trippy Animals Sour IPAs
- Ginger shots 
- Coconut Water
- Tequila + Club Soda (Hella Limon) 
- Chocolate Oreo Shake"
en,1633057031530909697,Need to sweat out.. 🏃‍♂️
en,1634151254308843520,@America1st1966 Good morning to you Marc I hope you have a great weekend too ❤️👊🏻
en,1631164093615800322,"Debating the need to defend Medicare from Doug Ford & this gov't.  Healthcare should be based on need & never one's ability to pay. Bill 60 is a mistake. #healthcare
https://t.co/ETww9a0Ql8"
en,1628361796066361356,Cat Priest #AIart #AIArtworks #midjourneyV4 #midjourney #ai #art #digitalart #stablediffusion #StableDiffusion2 #stablediffusionart #AiArtCommunity #cats https://t.co/QD83PYbYyR
en,1628148739637485574,Jessie has not forgiven and forgotten #loveisland
en,1632712439165853699,I know your dumbass ain’t talkin to mama Burke like that 🤦🏼‍♀️
en,1632585687760535552,hate when people ask me what to watch on netflix im not going let them judge me by saying nollywood
en,1625680653655109632,"@N4rcisoGodlike @OOC_Momo Reggae drummer #1, de Karigan Reggae Drummer"
en,1632372658254880769,"@rachaelnolegs Morning love, you’re looking well. xx"
en,1630624651800920087,@nuditax @fuckedlola Everyone likes Latinas too
en,1629392207923892224,I don’t like Arsenal but I might get my money from it today
en,1628709142113157124,"Life’s great when u stay away from negative, messy, jealous, and unhappy people‼️"
en,1626415424349798401,Very helpful! 👏🏻👏🏻👏🏻
en,1629025543038423041,"Good Morning Scents lovers 🤗
Perfume oils and body mist available at an affordable rate.
We sell quality and undiluted oils 
We are based in Ibadan 
Call /text :08154958872 
Pick up and nationwide delivery options available. 
Retail and wholesale prices https://t.co/keUtprvxUT"
en,1627725216724942881,Yo @keenelandracing @WoodfordReserve @MakersMark @Ale8One --- the Kentucky Teacher of the Year program could use your help!  More info here. 👇👇👇👇
en,1630574259994083329,"@FCRebelsHoops I’ll be there and I hope other people are, too!"
en,1631568606655041536,💕💕 The always beautiful SushiiXhyvette has a new set out on https://t.co/rIOlsQnGTH called “Shinigami Daze“. If you are a member head on over & give this set all the love. Let’s help her go Pink!! @suicidegirls @SushiiXhyvette 📸 @SunnieRizzolo 💕💕 https://t.co/tF06MMbXk1
en,1631617120676073475,@lovegolf_UK @AmirWMalik @clarebalding @EnglandGolf @Thegolfcoach @SyngentaGolf @SyngentaTurfUK Fabulous news 👏👏👏👏 congratulations to all involved @course_save @golfshake
en,1630082670846697474,"no gods or kings, only man"
en,1626665767558053894,"Oh how the time flies! A naïve me created an account which turned to be one of the coolest platform for my daily use today. Ended up building a community of like minded people and hope to keep it growing ✌🏼
#MyTwitterAnniversary https://t.co/RGaAabHN5I"
en,1629615656248254464,@ilovejainova This was one powerful movie . Agree maybe to much but woman king black panther & roots mixture theme movie
en,1632239693386350593,@S0VIETDISCO @GhostGaming Appreciate the love 🙏🏻
en,1633718096472186882,"Always remember to be #happy because you never know what will happen tomorrow.
RIP #SatishKaushik https://t.co/Yxxcr3SEOb"
en,1633960130290089984,@stephgodfrey88 With what?
en,1631696539499241472,"Just like the wise men who went to see newly-born baby Jesus with gifts, President Gideon Osei and his Vice President did not come empty handed.
They presented brooches to my executives and I for easy identification.

We expressed our gratitude duly.

#ServiceToTheNation🇬🇭✊🏾 https://t.co/1MNmn6bkWT"
en,1632768571997667337,hoe was starin @ me HARD at the flat last week like if u got sumn to say say dat
en,1628455290860630016,"How do you mutually agree you don’t want anything serious, then confess your love for me the next day?? 💀"
en,1626490336875843586,@SeismicCinema First one was great!  Second one was good.  You just can’t help but love anything Paul Rudd does. https://t.co/KLBB2T0WF3
en,1626346041887842305,"i'm not even in the mood to argue 😭😂 like omggggg y'all so damn boring! 

if you're gonna try to give chaotic... GIVE CHAOTIC! 

GEEZUS!"
en,1629256732449841157,"I think he’s guilty beyond a reasonable doubt. There is no 5’2 mystery man vigilante that showed up in an isolated area around 9:00, with the dogs not noticing the trespasser, killed Maggie and Paul at the exact moment when Alex left, then took off. #MurdaughTrial"
en,1626112280759861249,"Youth Smoking Prevention brought a case against the State of the Netherlands in order to end the structural, far too great influence of the tobacco lobby on the government’s anti-smoking policy. The request: enforcement of article 5.3 of the WHO FCTC: 

https://t.co/pWNx1jtqWU"
en,1628511551219986445,@RayMairead @instablog9ja What worries me .....wheres the on switch?
en,1631858852621692933,"@nlyonne I smoked for 45 years. One day in Sept
I suddenly was wheezing. Went to ER
After, mortality mattered. I haven’t had a cigarette since. I walk faster than before. You can do it. Get past the point of no return. I still miss smoking. But I’ve Won. 💅🏻😈"
en,1627331511883005960,"We're only 2 days away from the devastating time where family members who don't live with us lose their Netflix access.  Don't hate the players, hate the game."
en,1627526509631008769,I have an unhealthy season with a black mani/pedi 😭 I’m going back to black tm💀
en,1632480390450642944,"Apt complex: we're doing patio walks bc residents are not allowed to use patios for storage. My brain: ok but it stormed last night so my patio furniture is covered. Is that considered storage? 

I thought everyone thought like this until recently."
en,1628873861260275717,"Would you like to see your kids’ art displayed in Through the Windows? We are seeking aspiring #artists to participate in our new Emerging Artist program, an expansion of #Hoboken’s city-wide art walk. Click the link for more. Application closes 3/31 👉 https://t.co/hGcrfq3Wws https://t.co/DGGph58oVX"
en,1631091806929817602,"I don’t have that much film as RB but Please invite me to a one on one workout!!! I’m available this Spring, Summer and Fall of 2023‼️‼️"
en,1630580542910631936,Ilove u so bad https://t.co/Djex8nJmeO
en,1629840152733585408,@avadipolice @SandeepRRathore @tnpoliceoffl @CMOTamilnadu My bike missing sir please help me @avadipolice https://t.co/UR2Z4X66W9
en,1630515585154162688,@kumarmukund @NatGeoIndia @BBCEarth @WildlifeMag @NatGeoPhotos @NatureIn_Focus The look is so Fierce ❤️
en,1626618270416777216,"@MaxieMoosie I've been smoking cannabis for over 40 years. I do worry about health impacts. But that's small in comparison to how much cannabis has helped me stabilize, regulate, chill, de-stress. But, no 1-gram $10 joints for me, as burning paper doesn't appeal. One-hitter pipe 4 life.😎"
en,1630438625950220288,"Taking the time to plan out your week, you can set clear goals and priorities, anticipate potential challenges, and stay focused on what needs to be done. With a plan in place, you'll be better equipped to handle whatever the week throws your way and ultimately achieve results. https://t.co/lZiEDhDI3n"
en,1629963824911601667,Snow in LA and 70’s in Ohio. It’s like everything is flipped backwards.
en,1628185011232075776,"@Solmullersch @Kellyrei007 @salliemoffitt @AuthorMBTosi @EddieSaul7 @IsabelDK8 @deaftool @alphacplworship @mark1952ind @MICHELL64959353 @BookloverRose @SweetTaleBooks @MQuigley1963 @ninsthewriter @jgmacleodauthor @Shoguun1 @AlexanderWayb Thanks so much, dear Sol! 😃♥️💕"
en,1633951433107054593,I love that my niece calls me all the time. 😍😍
en,1628703609306116097,Mollys game in real life fr 😂
en,1631743809909391362,"The biggest lie was told to us:
“When you get grow up you will be more complete, more mature, more done; but it happens opposite; more lonely, more not belong, more get lost…”"
en,1629096692736835584,"And (hopefully) after, too. 😁"
en,1625784143324872705,Why in Lahore it feels like June in February
en,1626854671917645827,Remembered I have buffalo chicken dip at home and I’m so happy. Racing back from Baltimore
en,1628020839030435842,@AaronK14_ That’s him. He owes out like 40k for tickets he’s stroked half of Belfast
en,1628663739644780552,"@michaeligoe @GoSafeCymru I submitted a Porsche driving like a loon at rush hour in Newport. @GoSafeCymru replied speed had to be in combination with another offence for them to act. Which really means, no. 
Overtaking in a 20 is pathetic."
en,1626357000836902912,Less 12° celsius and enjoying my heavy breakfast 😋 https://t.co/8tvpQy0vJW
en,1628240140308029440,@DineshDSouza GUTFELD loves Jessica. Get over the drama.
en,1633171795057451010,He didn’t get enough of what he deserved. People being cruel to animals pisses me off so bad. They are innocent vulnerable beings and don’t deserve this. What about the bystander filming the whole thing? 😡
en,1628866974972362752,My love for my grandpa / his love for me is immeasurable.
en,1632903551163695106,@RevBlackNetwork @briebriejoy She went on Kyle & Krystal this week & said she supports it now 🤷🏻‍♂️
en,1632571921299652608,@CELTICSvsEvery1 What has happen to this team we miss lay ups easy shots then the other team is just confident hitting every shot we’re playing to slow n just look like we just don’t care what happen to that hungry team @smart_MS3 @jaytatum0 @FCHWPO y’all not hungry no more
en,1629355047917170690,nothing but fakes all around me. can’t trust no one anymore
en,1627741679343046688,Lmfaoo I wish I can talk to two niggas at the same time but you Memphis nigga be in y’all feeeling like I’m y’all bitch or some talking about you fucking another nigga hoe stop worrying about the other nigga 😂😂😂😂😂😂 they be like why you disappeared must been with the Nigga
en,1631836987769405440,"now imagine that pain for HOURS, he ain’t felt nothing forreal"
en,1628078903746080783,ATS we jumping niggas and if somebody don’t help then we jumping niggas😂😂🔥🔥🔥🔥 crazy
en,1630646178294677504,"Since I started speaking out on social, I have gained 156 followers across all platforms. 

They are probably fake accounts, but they are the loyalist of all fake accounts. 

I wouldn't be able to do it with you guys. 

#followers 
#facebook #instagram #LinkedIn"
en,1631445190559911938,@AllenMoyo17 Whatever u do. Don’t scroll through this account: https://t.co/9Iw7WYx2VG
en,1625667089473372160,They look happy and this might be what they can afford
en,1631171604305653761,@t_xu service of doordash is unacceptable and the customer service experience is the worst I've ever encountered. Delivering half of an order and refunding less than food cost and still charging all doordash fees is unacceptable.  It's time for #doordashwar @stoolpresidente
en,1633132057944633346,@RDW0409 anthropomorphic crime fighting turtles .. just like God intelligently designed 🪄
en,1632090693022920704,"@BenWinslow @fox13 People are making too big a deal about the escorted part-if you're having a drink at a bar while waiting for your table a host was likely escorting you to a table anyway as part of normal service. 

But it sounds like it doesn't have to actually leave your own hand which is nice."
en,1626730408929886209,@T_eazy24 What he gonna do w 10K likes? https://t.co/TwwZdwJ9i5
en,1629687434505072648,@Fashion_Hub4 Stop playing with people really need help and you want likes get a life
en,1631407487755665408,"Inbox me for massage  and happy ending in jeddah bawadi 
#massage vip in jeddah
#jeddah_bodytobodymassage
#jeddah_dating 
#Jeddah_Fullbodymassage +966546386953 https://t.co/z6tEoNTKUY"
en,1629886692097249282,"@DeoNonFortuna3 Hi Meabh.  I think it must be these silly changes that twitter have made; I’m not seeing half the folks I used to.

How’re you my lovely?  Hope you’re well and still getting out for lots of walks in this nice crisp weather? X"
en,1631419996566855682,@blamsamran Isn’t their group name something like “Rich White Ladies????” this just unlocked some deep faint memory in my brain lmaooooo
en,1629932542270005249,"Whatever the outcome today, it’s a win - win.

#JakePaul #TommyFury #Boxing"
en,1629166801043980289,"Tonight 
Disco / Karaoke 
With DJ TOM B
7.30pm - Midnight 🎉🎉
#leeds #disco #karaoke #shots #drinks #party #FridayFeeling 🎉🎉🎉 https://t.co/3tDOVOs4tW"
en,1627588415049834497,"@MaisyandBonnie She's doing really well.
Starting to gain a little weight and definitely gaining muscle. She is trusting us and Vinnie too. We try not to walk her much during the week and then a couple of good walks at the weekend. Not miles but interesting places. She's a lovely little girl"
en,1632967319143223296,@SunnyLeone @DanielWeber99 I can a Body guard of Sunny Mam this is my Big Dream please help me god Happy Holi https://t.co/YU0PJoh5tO
en,1631621516952743937,"@PrinceZyntaks No worries Prince :3

Keep up the good work with the arts ^^"
en,1626438331059011585,"@Cobratate Assalamualaikum broo @Cobratate
@Tam_Khan @TateTheTalisman 
May Allah always help u, show u good news & guide u Aameen 🤲🏻 
For #AndrewTate etc. Same here #AlejandroVillagomez #MuslimConvert #wrestling #MMA #Equador
#Islam #Muslim #EndTimes #Jumat #Friday #MuhammadQasimDreams https://t.co/K5E5aN4TVB"
en,1631976197667147779,"🎉🎂🤲Happy Birthday and Best Wishes to dear sisters @QuratulainM1 GS PPP ladies wing Distt Khairpur and @FoziaMallah7  Information Secretary PPP ladies wing city khairpur Mir's,
Many Many happy returns of the day
Stay blessed sisters
@ShahNafisa https://t.co/L5anEYWhRX"
en,1629173654457053185,"Now massage in Jubail khobar and dating available 🥰😘
#massage_in_riyadh
#massage_in_dammam
#massage_in_khobar
#massage_in_jeddah
#massage_in_jubail
#massage_in_tabuk
#massage_in_buraydah
#massage_in_abha

Wat'sapp https://t.co/F5S7dG6LS8
Outcall
 https://t.co/eMB2fav0kI"
en,1627169325558779906,"""sing it FUCKIN louder""🤣 Chloe ass is beyond funny bro, love her😭"
en,1631298559327830026,"The #18PercentandGrowing campaign amplifies the intersectionality of the diverse AAPI communities in #NYC. Collectively, we are calling for fiscal equity from the @NYCCouncil to invest in community-driven solutions to create thriving, sustainable immigrant communities. @cacf https://t.co/wmO0593hRf"
en,1629278893361225730,"I aspire to make a meal(other than spaghetti, pizza or tacos) that my entire family will like."
en,1629838507396169728,@SushantNMehta @babarazam258 Hi Babar Azam 👑  love to watching your cover drive 🤗 I am big fan of yours .... I am waiting to welcome you in India 🥰.  When will u come to India 🇮🇳
en,1632176470482391040,"@Rawk_FI I really don’t dwell on it and never used them but when I see them (particularly in the Bay Area) and when folks have a Wells Fargo advisor I can’t help but scratch my head a little.

Am I cruel or too hyper focused on Brand Equity?!"
en,1626952685583736834,"@AliceSasha20 It's all about contrast.. just like they say, the one you want doesn't want you and the one who wants you is not the one you want.
It's all in that ugly cycle. 
That's why i think at some point, love never wins.  
🙏🙏🙏🥺"
en,1609399677472116736,@JosiahSkyJames1 @Dennis_Porter_ Delusion helps sleep at night
en,1630074194787463170,Was gonna iron my jeans for tomorrow.. but naaa... I'll just wear cargo shorts with a button up.. it's supposed to be warm. I hope I work with Liz tomorrow.
en,1631049154297225216,You just lose your last bit of hope with this dead club i can’t man ffs
en,1631330544662323210,Officers are currently investigating a report of a suspicious male in the area of Scottsdale Drive and Wilsonview Avenue. Nearby schools have been placed in hold and secure status as a precautionary measure. More will be released when available. Please avoid the area. #Guelph -st https://t.co/JYtV8fRfVV
en,1626865269577596928,"@KinkFetishDerby @_goddessoffilth @CircusMaximus21 @PoppyKRose @kinkyfetishViv Have a great time, looks amazing, rather them than me though!!"
en,1631109546474348545,"#Sant Garibdas ji performed a number of miracles in His life period of 61 years. Then He left for Satlok. Afterwards He appeared in Saharanpur, Uttar Pradesh as Garibdas ji(61 years old) and lived there for 35 years more. 
#बोधदिवस_पर_विशालभंडारा
2 Days Left For Bodh Diwas https://t.co/lIPSf5h3EI"
en,1627635103848603648,@Karthikravivarm @SriGreen_Offl First half was superb #Jacksondurai 👌  hope they do will good product ✌️ @Sibi_Sathyaraj
en,1625784248522219520,@BobJ60715385 @MindBodySoleUK Hope uv had a comfortable night dear Bob. 😴 Take 2day a little slower than ur usual pace and stay hydrated. Vimto was a blast from the past 4 me. Teehee ❤️
en,1627479364735758336,"I love that Haslett is basically like fuck it, it’s the XFL let’s play like we’re drunk."
en,1626209026148286464,Hey Arik Jordan Coulter I love you  Natalie Glenda https://t.co/PzZRWwbUFn
en,1625959717397823513,@Clive_laddie @KedMegantara see. a guy like the one in your profil would never say something like that😂
en,1626924277646729217,@TGchoplife Dem go just block you😂😂
en,1631812904663040001,"@thomas_garrard That’s life. Selfless service doesn’t stop once you sign a piece of paper. The oath we took is for life, it doesn’t end once we feel enough pain."
en,1631307916408913926,@kellyyanghk @SimonKIDS I am nearly done the audiobook version via @librofm and love the book to pieces!! What strong and vivid characters. Looking forward to sharing the title with readers.
en,1631328590498504706,I like this shirt! HAHAHAHA!
en,1631596673804775426,"@ReformGreenwich @reformparty_uk Let’s hope the people of Greenwich react in the only way they can, with the ballot paper❌"
en,1630594213036404737,"“There is no definition of religion”

Um…. https://t.co/c8UIkErMwF"
en,1627883095339982848,Afternoon and I love being naked at home https://t.co/QC3GicfRkd
en,1626891285750595585,"@Geepeeoflife I see Leao's stats that won him MVP last season and how you put it up with Kvara's this season using player coefficient as a yardstick. 

Nice one👍🏽

Kindly @ me to that of Osimhen or put it up too."
en,1627227671745949696,"https://t.co/Q2UkWQuNBd
Ted the crazy f***** Nugent
Cat scratch fever
🤍🤍🤍🤍🤍🤍
Needless to say I was never in the dirt bike hippies."
en,1629590983561076738,"@GeekSurf @whatsthesitch @hondalpgath @LPGA My go-to expert in Thai (we all need one) says what is written as L in English sounds like N. So instead of titta-kul, hers sounds like titta-kun."
en,1626638048510283799,Hades likes Marceline! #cats https://t.co/OAnY4UFWvO
en,1627499515652767745,"Just when I thought I had built the life that I hoped for and worked hard for, I was hit with the most unexpected devastating news about my health – I was diagnosed with stage 4 colon cancer with metastases....
Read more: 
https://t.co/y7L7N5nhcT

#CancerAwareness #Cancer"
en,1630958086528614400,I’ve always been a girls girl 😜 RT to show us (& ours 🍒) some love 🫶🏼 #LinkInBio @krissykummins https://t.co/lERF4eRMdB
en,1632351435827343362,"Small penis syndrome , reads one of the comments , quote tweets and acts like he’s saying it"
en,1632460224853340160,"@qj1401 Beautiful tasty female I love you, I love you 😘😘😘🌹"
en,1626662639861391366,"In life we all have an unspeakable secret, an irreversible regret, an unreachable dream and an unforgettable love"
en,1629871498742861824,"Happy life is here
#LifeisBeautiful #Smile"
en,1631718119877246976,A face not even a grandma could love.  😑
en,1626083661048061955,"Make your next event a breeze with our all-inclusive party package! Enjoy top-notch venue, audio equipment, tables and chairs, and a spacious stretch tent, perfect for any occasion from baby showers to adult parties. Let NCDev take care of everything so you can create memories! https://t.co/7bMqnOQ7OD"
en,1632363433248325632,Happiness looks good on them 🥹🥹🥹 my babies my heart swells of so much love for them 😫😫😫 https://t.co/M0igZHBdzc
en,1628390737342763008,@blawrencedub @CORTRmusic Lmaooo man it’s okay he don’t need the labels anyway they just want music that sounds like everything else out there
en,1633102111968731136,"Find yourself someone who shows you countless times what it feels like to be in a safe healthy space with them. 

If you feel calm & peaceful around them, they are the one for you."
en,1629686063735230464,"So today I listened to the @ACatNamedMo  Rock Show.  It was a fantastic show up until the point I realized Mo smoked crack by saying UB40 had a better horn section than the Specials.  Hell, even Madness or the Bosstones had a better horn section."
en,1627561156561842176,"@metpoliceuk @bka Dr Mary Murphy is wasting her own time. Since she said Goodbye to me on 1/2009 officially.
I'll never see Dr Mary Murphy in my life. She's NOT my Doctor Nor my friend. She must spend her time with her relatives
Please kick out Dr Murphy from this illegal office in Euston London"
en,1626627899754422273,"One peaceful answer we had for the world . Bad news  He only trust to me Man ! .. Blame yourself ignorance ! 
@nukelogues 
Powerful source n wise whar world needed ;) 00 : 01 check the reset number / time here .. ;) . Coincident ?"
en,1631392713345052672,@Sara_Princesa04 @Maslover72 @Jarlosgirl101 Girl lol why don’t you just talk to your family about going to Tinley Park? 😂
en,1627088595331985408,"Literal na “What the h*ll happened last night?"" 💙 
Thank u @thevamps  and my Vamily  @TheVampsPH 🌸 See u next year Boys 😍🥰😘
 #thevampsgreatesthitstour #TheVampsGreatestHitsTourMNL https://t.co/vTsHRzSWNh"
en,1629459386157465601,"the largest health IT modernization project in history…involves not only updating VA’s EHR system from VistA, but also integrating the new EHR w numerous DoD & VA dependent systems…involves standardizing procedures & workflows that may have been different across 130 VistA sites"
en,1631415771036516353,The guy asks if it’s okay to leave my car till Monday and I ask if I can just drop off when part gets there and he tells me no and I have to leave it there like why ask 🤣
en,1625921707616632842,God please get somebody else go do it 😭. I need some good in my own life sometimes 😂
en,1630267974094290944,Twitter life: COMPLETE. Mission accomplished ☑️😉 #5HourEnergy
en,1629895957641850880,"The Illini are flat as can be on offense right now, 9 points through the first nine minutes. Can’t come out like this on the road in the Big Ten, have to adjust! #ILL 🟧⬜️🟦"
en,1632557584837406720,"Mental experience first eve in Thailand & first⚽️I’ve ever watched in Asia. 

Top Thai League:
Port FC 2-3 Muang Thong United.

=<£2.50 for a ticket off a tout in front of ticket office which was ‘sold out’ yet girls there still happily changed our notes to get us in. 🟠🔵 https://t.co/5IUGsL9hph"
en,1631975285254963206,@Intemnandi Mine too and I love that for us 🥺
en,1630978248694792192,@gaytimes I would love to move to one of those countries even. Please help the homeless good father Chris webb https://t.co/0H9FaoiKqn
en,1626817555376529408,"in the water reservoirs are reached.
In the meantime, you are asked to utilize the little water available prudently as we wait for 
the situation to return to normalcy.
Thank you.
By Dr. David B. Namasaka (PHD)"
en,1626014284051275776,"Poor start from Charlotte, lots of sloppy TOs and not getting paint touches before shots. Definitely look to have lost some rhythm with Rozier out"
en,1625789313597206528,"@TheCogHillFarm  I just placed my order for 1500 Seeds of almost all vegetables mentioned, except for banana & jalapeño peppers, & various zinnia mixes.  Going to share with my two sisters. It’s going to be a fun spring. Thanks for the inspiration."
en,1625888835908370433,I'm soo happy 💕
en,1629400502571081729,@Berlinnaeus @labour Amazing news and best of luck Bernie! You will be fantastic. I hope the people of Leitrim know how lucky they are to have such a wonderful campaigner on their side.
en,1626561246509015040,"Is it a 🚩?

1. Not, but something I don’t like 
2. Definitely yes 
3. It can be
4. No
5. No
6. No
7. No
8. No
9. Yes, a lot 
10. Not necessarily but it could be 
11. No
12. Yes
13. Yes
14. Maybe
15. No? Yes? Who really has?

Drop an emoji for the questions"
en,1631803935458488326,"@washingtonpost I would love to see where, how and why this MOH nomination languished for 50 years. A military travesty."
en,1628787444131762179,I would love to be the prosecutor that gets to cross-examine Murdaugh. He is an idiot to have taken the stand and I have soooo many questions about his testimony. So many questions.
en,1633987217394728961,"@craigspoplife Thank you. Much clearer now ❤️

Still going with Searching 🔥"
en,1629918281942421506,@timheidecker @ScottAdamsSays This looks like Eric
en,1630682377398648832,It’s all coming out NOW!!!!#loveisland https://t.co/XmSU8crg6u
en,1633246821169389568,@ImCollegeSoccer A rude coach on a visit to campus who acted like we were keeping him from something much more important. Few coaches that seemed to be trying to selling my daughter and I a used ‘86 Mazda….and luckily a few coaches that really wanted to have my daughter join their soccer family.
en,1627653236986355717,@JaceRidley @mmpadellan Well since it's a lie I think it would be healthy to start with the truth.
en,1629954352298471424,"Perfect Pac-12 scenario for getting 4 teams in is SC beating UA/ASU and ASU beating UCLA…

We’re only worried about seeding at this point🤷🏽‍♂️🙃"
en,1633827029929066499,"Free Delivery within a 10km radius from the store T & Cs Apply! We have a portable card machine for your convenience! c/o Dove and Boundary Roads, Rynfield, Benoni, 1501
Check out https://t.co/LfDaCorC9Z! #vape #vapelife #vapespecial #officalgamechanger #vape_market #vapeshop https://t.co/ywWj4G99fB"
en,1631577633220702208,"With Whatsapp Files rumbling on: remember, many folk are still grieving those lost to Covid. Amazing how something which once occupied every waking moment was moved on from so swiftly in national discourse until now. Some thoughts then on lament and hope.
https://t.co/G7Ia4kEMOD"
en,1628776194215665665,@PaulLee346 @truckasaurus83 @Just_CallMeD Are enough people willing to lay it all on the line like viola Liuzzo? Are we ready to embrace those laying such on the line with acceptance as allies? This is the question.
en,1625697732819050496,"@Toronto_TODAY5 Irrelevant, who is to blame. When it happens, it feeds into stereotypes. If you want to assess blame, I would say more responsibility lies with the boss, the person with more power, privilege, wisdom of age to conduct themselves properly. He put his name on a ballot. Took an oath"
en,1626229697121239041,"This morning, a pastor in town called me from a different denomination and offered their gymnasium to us! 

His words, “We heard about your situation. How can we help? You’re welcome to our Gym!”

This is local churches striving together. This is how it should happen! ❤️"
en,1628872379802812417,@jbralston 🙋🏻‍♀️I rub his toe… the Hume superstition (which Fergusson taught me) is the only British magic available to survive the PhD so I ain’t giving that one up!
en,1633710171661688833,@_jaaylonn @8inchprince1 It was toxic from the start we had sex in front his friends the first day we meet 🥴🥴. One of his friend was sucking my dick then I was like nah I want him and stopped what he was doing with his hoe and they watched us fuck.
en,1630634205695623188,"No such thing as a best era songs are timeless it’s all about how your reaction is when hearing it I love all types of music 

#generational 
#music is the gift that never stops giving"
en,1629733232156581889,"@shelbystardust 1,000% loved 😍"
en,1628741144279498753,"Right from 1999 till the 2019 elections, I have been eligible to vote, but none has resonated with me like this, so I didn't feel the need to vote.

This time, my first, I will sure make the wait worth it. This vote of mind has to count. @PeterObi has my vote, #ObiDatti2023"
en,1630441807505915905,"when you sprache

worst america

god damn
SAM T. YUCCO thang

thing that has happened
to the good ol' US of A,

um hey, rodreeegee wtf
wee doo ski doo about these here

NBC SNIPERS???

IDK JUST
position-patrol.

pole-position"
en,1630970672175357952,"No matter what's happening in the country, every child should have the basics to learn and thrive ⭐️

Join me in urging @RishiSunak to extend #FreeSchoolMealsForAll children in primary. Sign the open letter now ➡️ https://t.co/LuFJbWK6Qp

@NoChildBehindUK
#CostofLivingCrisis"
en,1631831164536356864,@nevadaleo032 I hope they’re louder than me because I plan on being at the same@level I’ve been all year.
en,1632491261700481024,"📹Matchday Highlights 

Josh Harrison finished the scoring with his first goal of the season getting on the end of a Josh Hurdman free kick with a lovely header. https://t.co/eTwc0yKPwX"
en,1630448270907699201,@StarlightSkyes I'm watching this being like TIM THIS MEETING COULDVE BEEN A SLACK THREAD and Psychonauts 2 is Out Now On Xbox Game Pass™️
en,1632541618791120896,"@ladychomei @HBCUfessions You over here like ""prove that size, show me that shit now"" https://t.co/42Grnpgz6W"
en,1632435663239872514,"“I carried a lot of guilt about what happened between us, but I don’t want you to think I carry regret for loving you back then. If there’s anything at all I regret, it’s that I didn’t fight harder for you.”"
en,1628116164747628544,"@mtaibbi Look, I would’ve hoped that happened with the NYT & Trump Real Estate story. And I’m annoyed that the press did that with FB over ads and privacy (since I think privacy over ads is silly). Sometimes it works. Sometimes it doesn’t. The press hate Elon so a big negative multiplier"
en,1629852457936232449,"Thanks for the kind words! 
""Beautiful pendant! My Sister loved it!!"" ★★★★★
- Charity #etsy #gemstonenecklace #thankyou #toronto #canadian #SundayMorning #crystal https://t.co/fvreLiIk7M https://t.co/9uopKiF8Hw"
en,1626268596866351104,@dodmichaela I’m about to enjoy them tonight ☺️☺️
en,1626594927936421891,@Drfunkygibbon @AcademicChatter Very tough feeling that your hard work hasn’t helped you in anyway.
en,1626067620041465858,@ryanhallyall @WBKOWeather  how does bowling green Ky look like for tomorrows weather events?
en,1630982317568032794,"We love hearing about the positive impact we make on our clients, in particular our Intensive NLP Coach Training! ☑️🎯

Payment plans available on all training and coaching programmes. Discover more! https://t.co/5IOLqEdobZ 💡

#nlpcoach #nlpmaster #nlppractitioner #nlptraining https://t.co/wgw1ebDEMU"
en,1631264465596366850,You this morning covering the traffic on the west side then getting ready to switch over to doing weather 😉!  Doing a fantastic job like always covering both traffic and weather though Stephanie 👍🏻!  @stephmeadwx https://t.co/npSdOwEZGU
en,1628042411946438659,"@ian_charles007 @kelvmackenzie Does ""doing harm"" not imply activity and given they're on strike they're inactive and therefore incapable of doing any harm to patients."
en,1626593505874411520,"@thesaloonguy @DailyCaller So you’re saying this means they want to eliminate M & M? That seems like a leap too far in putting words in someone else’s mouth. If I said my horse eats a lot and it gets expensive, am I saying to shoot the horse?"
en,1631616369853702145,"Thank you @Delta for truly going the extra mile this morning to help my fam make DL5501 out of Norfolk. From the check in counter to the gate agents to the pilot to the flight attendants to the off duty captain catching a ride, everyone pitched in. 1/2"
